2006,1,1,5.6014
2006,1,2,1.5725
2006,1,3,1.3301
2006,1,4,-0.053544
2006,1,5,-1.9507
2006,1,6,2.1433
2006,1,7,2.2023
2006,1,8,2.5457
2006,1,9,2.3975
2006,1,10,3.2388
2006,1,11,4.9493
2006,1,12,1.0688
2006,1,13,1.0532
2006,1,14,0.85079
2006,1,15,1.1145
2006,1,16,0.071924
2006,1,17,-0.62198
2006,1,18,-0.94421
2006,1,19,1.2951
2006,1,20,0.014561
2006,1,21,-0.55542
2006,1,22,3.9722
2006,1,23,4.7225
2006,1,24,4.2625
2006,1,25,2.6282
2006,1,26,1.7614
2006,1,27,1.3738
2006,1,28,3.1426
2006,1,29,1.7233
2006,1,30,3.523
2006,1,31,4.088
2006,2,1,4.7797
2006,2,2,2.4115
2006,2,3,4.2629
2006,2,4,2.6741
2006,2,5,1.3943
2006,2,6,3.5086
2006,2,7,4.0843
2006,2,8,5.126
2006,2,9,5.4017
2006,2,10,3.1981
2006,2,11,2.3343
2006,2,12,6.3622
2006,2,13,6.9641
2006,2,14,5.2624
2006,2,15,2.3893
2006,2,16,1.1058
2006,2,17,2.14
2006,2,18,1.4134
2006,2,19,0.55265
2006,2,20,1.953
2006,2,21,3.9631
2006,2,22,0.78643
2006,2,23,-0.28468
2006,2,24,3.644
2006,2,25,2.5646
2006,2,26,2.2706
2006,2,27,1.0841
2006,2,28,0.57939
2006,3,1,4.6524
2006,3,2,4.2654
2006,3,3,2.9832
2006,3,4,2.0532
2006,3,5,1.8251
2006,3,6,3.3796
2006,3,7,2.4444
2006,3,8,2.0664
2006,3,9,2.0435
2006,3,10,1.1443
2006,3,11,0.38826
2006,3,12,-0.42472
2006,3,13,0.70785
2006,3,14,3.6822
2006,3,15,2.2651
2006,3,16,0.50186
2006,3,17,1.9563
2006,3,18,5.6174
2006,3,19,9.4719
2006,3,20,10.212
2006,3,21,9.5955
2006,3,22,8.5655
2006,3,23,6.2785
2006,3,24,6.2988
2006,3,25,6.4651
2006,3,26,5.8548
2006,3,27,6.1431
2006,3,28,6.9805
2006,3,29,8.6127
2006,3,30,8.6536
2006,3,31,8.0188
2006,4,1,6.8578
2006,4,2,7.8244
2006,4,3,6.5124
2006,4,4,7.1816
2006,4,5,7.1838
2006,4,6,8.9455
2006,4,7,10.882
2006,4,8,7.9502
2006,4,9,7.6291
2006,4,10,6.9177
2006,4,11,8.8576
2006,4,12,11.034
2006,4,13,10.015
2006,4,14,7.9828
2006,4,15,7.2649
2006,4,16,7.3588
2006,4,17,5.5738
2006,4,18,9.9403
2006,4,19,9.6496
2006,4,20,8.4244
2006,4,21,7.033
2006,4,22,6.2124
2006,4,23,6.4014
2006,4,24,6.8818
2006,4,25,10.418
2006,4,26,9.3474
2006,4,27,6.2673
2006,4,28,4.0489
2006,4,29,10.481
2006,4,30,11.818
2006,5,1,10.105
2006,5,2,8.7013
2006,5,3,10.133
2006,5,4,9.0962
2006,5,5,12.98
2006,5,6,12.296
2006,5,7,10.659
2006,5,8,14.624
2006,5,9,10.573
2006,5,10,8.9457
2006,5,11,12.366
2006,5,12,10.774
2006,5,13,10.809
2006,5,14,9.806
2006,5,15,9.6012
2006,5,16,14.127
2006,5,17,11.404
2006,5,18,11.021
2006,5,19,11.046
2006,5,20,13.37
2006,5,21,14.26
2006,5,22,12.982
2006,5,23,12.82
2006,5,24,13.371
2006,5,25,14.895
2006,5,26,12.939
2006,5,27,13.05
2006,5,28,11.506
2006,5,29,10.095
2006,5,30,9.2617
2006,5,31,12.916
2006,6,1,10.149
2006,6,2,13.63
2006,6,3,13.996
2006,6,4,12.316
2006,6,5,11.477
2006,6,6,11.799
2006,6,7,11.282
2006,6,8,15.648
2006,6,9,13.31
2006,6,10,10.934
2006,6,11,14.102
2006,6,12,13.878
2006,6,13,16.089
2006,6,14,15.639
2006,6,15,16.382
2006,6,16,13.976
2006,6,17,15.002
2006,6,18,16.387
2006,6,19,14.203
2006,6,20,12.509
2006,6,21,13.122
2006,6,22,17.83
2006,6,23,18.166
2006,6,24,17.939
2006,6,25,15.291
2006,6,26,15.488
2006,6,27,17.27
2006,6,28,18.626
2006,6,29,16.95
2006,6,30,16.136
2006,7,1,16.362
2006,7,2,14.662
2006,7,3,16.283
2006,7,4,15.991
2006,7,5,19.195
2006,7,6,21.952
2006,7,7,19.328
2006,7,8,17.659
2006,7,9,18.852
2006,7,10,18.146
2006,7,11,17.637
2006,7,12,17.451
2006,7,13,18.006
2006,7,14,18.821
2006,7,15,19.903
2006,7,16,17.657
2006,7,17,15.48
2006,7,18,16.235
2006,7,19,18.335
2006,7,20,18.652
2006,7,21,22.084
2006,7,22,20.305
2006,7,23,20.877
2006,7,24,19.784
2006,7,25,20.92
2006,7,26,21.923
2006,7,27,20.103
2006,7,28,19.527
2006,7,29,20.941
2006,7,30,22.277
2006,7,31,21.269
2006,8,1,20.427
2006,8,2,21.294
2006,8,3,19.242
2006,8,4,21.2
2006,8,5,18.975
2006,8,6,15.493
2006,8,7,15.014
2006,8,8,17.22
